,time,subject,exercise,set_nr,focus,hr,acc_lin_x_lowpass,acc_lin_y_lowpass,acc_lin_z_lowpass,acc_x_lowpass,acc_y_lowpass,acc_z_lowpass,gyro_x_lowpass,gyro_y_lowpass,gyro_z_lowpass,yaw_lowpass,pitch_lowpass,roll_lowpass,set_id
4475,29.5,0,0,3,1,94.25,0.5834343288783403,-0.8083916333355599,-0.2535171503234303,-3.429284495109944,7.34256652107967,3.749702615939853,-0.93297607698611,0.2288133904358563,2.75000004543673,63.82870559399144,24.028173150646865,22.777371882415917,2
4476,29.52,0,0,3,1,94.24,0.701526295642658,-1.3593900361307425,-0.2702844009308373,-2.9113379721717,6.909592485065894,3.845740950874608,-0.8699716104372098,0.2669125478163933,2.642476715070932,63.51434315714391,21.499786104908747,24.573602688453843,2
4477,29.54,0,0,3,1,94.23,0.9697215643722084,-1.656286591518456,-0.1831480398851055,-2.2636537500752127,6.693459295368909,4.03167703858706,-0.7967988929957683,0.2983228637917715,2.5478509880300337,63.2026539880231,19.072222384003517,26.36083171854451,2
4478,29.56,0,0,3,1,94.22,1.3503202396488865,-1.650168873488738,-0.042221707410355,-1.5165045828276853,6.750808114744546,4.260783314899372,-0.7277607688608475,0.3112919435508007,2.4741002607261304,62.89219581486275,16.705598903141663,28.15407120101163,2
4479,29.58,0,0,3,1,94.21,1.7372199262657748,-1.3933059666088248,0.0937410621823119,-0.7633574928577685,7.041712222887917,4.480942373449404,-0.6725454291199763,0.3013501725239706,2.4244881691840563,62.56820814289823,14.364082227587897,29.95222405948328,2
4480,29.6,0,0,3,1,94.2,1.9854411619096315,-1.029831694150384,0.1865765801433747,-0.1352357910262828,7.437389333452812,4.661893757768688,-0.6341462631125219,0.2735621396852813,2.394175582157267,62.21222182156307,12.03185219416129,31.74149810639712,2
4481,29.62,0,0,3,1,94.19,1.95918731365514,-0.7502704965467262,0.2349180322633382,0.2415024893872895,7.761872246539191,4.808898824496917,-0.6090098453500247,0.2412732551848087,2.3678077249198006,61.81060257449899,9.726854939447133,33.50045675822445,2
4482,29.64,0,0,3,1,94.18,1.5841787265376153,-0.7221736862495405,0.2710164054322572,0.2913803857645944,7.856239783020648,4.957037346902255,-0.58903714663976,0.2217008187268193,2.320386016501788,61.36019374817511,7.506738193914857,35.20468402618673,2
4483,29.66,0,0,3,1,94.17,0.8850875820905365,-1.022290152113136,0.3408419126443934,0.0232551213684526,7.641911592025771,5.149542048798384,-0.5645818150897073,0.2297180139833478,2.222690806459416,60.87050450571659,5.462651048722604,36.82985362925356,2
4484,29.68,0,0,3,1,94.16,-0.0093527109117125,-1.5994844931159775,0.4777622955529932,-0.4641425371261794,7.156168336632153,5.4112166517296405,-0.5274392650431324,0.2718892804273649,2.05028332398814,60.36276429324119,3.700525279144877,38.35287877949637,2
